episode,score,lines,pieces,reward
1779,295.0,0,30,195.0
1780,-82.0,0,18,-182.0
1781,-76.0,0,26,-76.0
1782,-138.0,0,24,-138.0
1783,-88.0,0,28,-88.0
1784,264.5,1,27,264.5
1785,202.5,0,29,102.5
1786,-43.5,0,27,-143.5
1787,467.5,0,29,467.5
1788,127.0,1,24,127.0
1789,294.0,0,28,194.0
1790,132.0,0,27,32.0
1791,-11.0,0,29,-111.0
1792,-1.0,0,17,-1.0
1793,677.0,0,31,677.0
1794,1.0,0,20,-99.0
1795,64.5,0,24,64.5
1796,-30.5,0,27,-130.5
1797,-45.5,0,19,-145.5
1798,337.0,0,31,337.0
1799,-44.5,0,22,-44.5
1800,239.0,0,24,239.0
1801,-100.5,0,20,-200.5
1802,372.0,0,28,272.0
1803,237.0,0,28,237.0
1804,210.0,0,28,210.0
1805,-113.0,0,25,-213.0
1806,406.0,0,27,406.0
1807,-138.0,0,27,-238.0
1808,100.5,0,25,100.5
1809,341.5,0,29,241.5
1810,192.0,0,24,92.0
1811,-104.5,0,22,-204.5
1812,-114.5,0,22,-214.5
1813,162.5,0,27,62.5
1814,-131.5,0,17,-131.5
1815,170.5,0,27,70.5
1816,352.5,0,29,352.5
1817,228.0,0,30,128.0
1818,1.0,0,25,1.0
1819,11.0,0,28,-89.0
1820,117.0,0,22,117.0
1821,-119.5,0,22,-119.5
1822,-15.0,0,28,-15.0
1823,-82.0,0,17,-82.0
1824,369.5,0,26,269.5
1825,133.5,0,29,133.5
1826,595.0,0,31,495.0
1827,42.5,0,21,-57.5
1828,417.5,0,30,417.5
1829,-75.0,0,20,-175.0
1830,563.5,0,33,563.5
1831,192.0,0,22,192.0
1832,-10.5,0,27,-10.5
1833,119.0,0,28,19.0
1834,154.5,0,27,154.5
1835,9.5,0,26,9.5
1836,277.0,0,27,277.0
1837,181.0,0,24,181.0
1838,1018.5,1,33,1018.5
1839,281.0,1,26,181.0
1840,24.0,0,20,24.0
1841,101.5,0,22,101.5
1842,-81.0,0,23,-81.0
1843,-97.5,0,24,-197.5
1844,79.5,0,18,79.5
1845,-194.0,0,24,-194.0
1846,348.5,0,28,348.5
1847,340.0,0,29,340.0
1848,244.5,0,28,244.5
1849,165.5,0,25,165.5
1850,102.5,0,18,102.5
1851,-81.0,0,20,-81.0
1852,307.0,0,25,207.0
1853,-108.5,0,27,-208.5
1854,-140.0,0,20,-240.0
1855,105.5,0,25,5.5
1856,825.0,0,31,825.0
1857,599.0,0,29,599.0
1858,146.0,0,29,146.0
1859,42.5,0,26,42.5
1860,77.0,0,25,77.0
1861,232.0,0,24,132.0
1862,254.0,1,30,254.0
1863,413.0,0,32,413.0
1864,8.5,0,16,8.5
1865,263.0,0,30,263.0
1866,-37.5,0,25,-137.5
1867,20.0,0,25,20.0
1868,251.5,0,31,251.5
1869,344.0,0,27,344.0
1870,90.0,0,25,90.0
1871,230.5,0,27,130.5
1872,365.5,0,25,265.5
1873,259.5,0,22,159.5
1874,75.0,0,29,-25.0
1875,596.0,1,30,596.0
1876,76.0,1,29,-24.0
1877,765.5,2,32,765.5
1878,326.5,0,30,326.5
1879,70.5,0,23,70.5
1880,257.5,0,29,257.5
1881,126.5,0,22,126.5
1882,224.0,0,27,124.0
1883,9.0,0,19,-91.0
1884,429.5,0,30,429.5
1885,264.5,0,20,264.5
1886,-30.0,0,26,-30.0
1887,260.5,0,28,260.5
1888,-74.5,0,24,-74.5
1889,-116.0,0,20,-216.0
1890,62.5,0,27,62.5
1891,480.0,0,31,480.0
1892,-28.0,0,23,-28.0
1893,503.5,0,31,503.5
1894,563.0,0,31,463.0
1895,35.5,1,28,35.5
1896,165.5,0,30,165.5
1897,438.5,2,34,438.5
1898,-16.5,0,25,-16.5
1899,68.0,0,28,68.0
1900,608.0,0,31,608.0
1901,664.5,2,35,564.5
1902,92.5,0,28,-7.5
1903,-100.0,0,17,-200.0
1904,155.5,0,25,155.5
1905,316.5,0,29,216.5
1906,-65.0,0,18,-65.0
1907,16.5,0,22,16.5
1908,108.5,0,28,108.5
1909,577.5,0,30,477.5
1910,29.5,0,27,29.5
1911,-12.5,1,28,-12.5
1912,177.0,2,32,77.0
1913,-28.0,0,25,-128.0
1914,137.0,1,20,137.0
1915,-47.0,0,21,-47.0
1916,200.5,0,29,100.5
1917,168.5,0,23,68.5
1918,-89.0,0,15,-189.0
1919,-134.0,0,22,-134.0
1920,238.0,0,29,138.0
1921,363.5,0,27,363.5
1922,289.5,0,24,289.5
1923,199.5,0,29,199.5
1924,135.5,0,25,135.5
1925,284.5,0,29,284.5
1926,-116.5,0,15,-216.5
1927,14.5,0,23,-85.5
1928,-140.5,0,22,-140.5
1929,25.5,0,26,25.5
1930,209.0,1,31,109.0
1931,15.0,0,22,-85.0
1932,583.0,0,31,583.0
1933,-31.5,0,23,-31.5
1934,400.0,0,24,400.0
1935,594.5,0,32,594.5
1936,269.5,1,28,169.5
1937,507.5,0,27,507.5
1938,170.5,1,25,70.5
1939,137.5,0,26,37.5
1940,301.5,0,26,301.5
1941,-116.0,0,22,-116.0
1942,243.0,0,28,143.0
1943,-36.5,0,22,-36.5
1944,217.5,1,25,117.5
1945,116.5,0,23,116.5
1946,68.5,0,25,68.5
1947,-34.0,0,24,-34.0
1948,-14.0,0,28,-14.0
1949,353.5,0,29,353.5
1950,267.0,0,30,267.0
1951,122.5,0,25,122.5
1952,-129.5,0,21,-129.5
1953,916.5,2,35,816.5
1954,168.5,0,22,168.5
1955,-104.5,0,21,-104.5
1956,346.5,0,31,346.5
1957,117.5,0,26,17.5
1958,-87.0,0,25,-87.0
1959,335.5,0,30,335.5
1960,194.0,0,28,94.0
1961,-46.0,0,25,-146.0
1962,636.5,1,32,636.5
1963,-46.5,0,26,-46.5
1964,545.0,1,32,445.0
1965,211.0,0,30,211.0
1966,498.5,0,29,498.5
1967,296.0,1,24,296.0
1968,-99.5,0,18,-99.5
1969,-76.5,0,20,-76.5
1970,376.0,0,26,376.0
1971,461.5,0,28,461.5
1972,340.0,0,29,340.0
1973,114.0,0,21,114.0
1974,254.5,0,24,254.5
1975,-14.0,0,24,-14.0
1976,454.0,0,27,354.0
1977,369.5,0,26,269.5
1978,7.0,0,23,7.0
1979,174.5,0,26,174.5
1980,345.5,0,30,345.5
1981,-129.5,0,23,-129.5
1982,94.0,0,28,94.0
1983,152.0,0,25,52.0
1984,659.0,0,31,659.0
1985,761.0,0,33,661.0
1986,151.0,0,26,51.0
1987,26.5,0,21,26.5
1988,-136.5,0,24,-236.5
1989,-64.5,0,18,-64.5
1990,557.5,0,30,557.5
1991,142.0,0,25,142.0
1992,735.5,0,32,735.5
1993,4.5,0,23,4.5
1994,172.0,0,26,72.0
1995,618.5,0,30,618.5
1996,-125.5,0,27,-225.5
1997,-22.5,0,21,-22.5
1998,140.0,0,28,140.0
1999,291.0,0,27,291.0
2000,-80.5,0,13,-80.5
